請問葡萄酒瓶上標示的日期為下列何者？,裝瓶日期,釀製完成日期,葡萄採收日期,Ｃ
請問「鱟」在生物學上的分類是？,腔腸動物們,棘皮動物門,節肢動物們,Ｃ
請問調解委員會設置於何處？,地方法院,各鄉鎮市區公所,各縣市議會,Ｂ
請問2016年衛生福利部統計之十大死因之中，排名第二為下列何者？,惡性腫瘤,肺炎,心臟疾病,Ｃ
請問2015年衛生福利部統計之十大死因之中，排名第三為下列何者？,惡性腫瘤,心臟疾病,腦血管疾病,Ｃ
請問2014年衛生福利部統計之十大死因之中，排名第一為下列何者？,惡性腫瘤,肺炎,心臟疾病,Ａ
請問下列何者非調酒常見之六大基酒？,琴酒,白蘭地,利口酒,Ｃ
請問做夢會發生在睡眠的哪個時期？,快速動眼期,淺層睡眠期,慢波睡眠期,Ａ
請問健康的成年人不包含智齒應有幾顆牙齒？,28,30,32,Ａ
請問請問一般健康成人的骨頭數量為？,270,206,245,Ｂ
請問下列何種茶葉發酵程度最高？,包種茶,普洱茶,烏龍茶,Ｂ
請問台北市市花為下列何者？,杜鵑花,蘭花,山櫻花,Ａ
請問高雄市市花為下列何者？,桃花,木棉,茶花,Ｂ
請問台南市市花為下列何者？,鳳凰花,牡丹花,桃花,Ａ
請問台中市市花為下列何者？,繡球花ㄏ,桃花,長壽花,Ｃ
請問婦女節為幾月幾日?,3/8,4/4,6/7,A
請問下列何者不在捷運文湖線上?,東湖,西湖,南湖,C
請問以下位於松山新店線上的捷運站，何者距離公館站站數最多?,松江南京,七張,南京三民,C
請問以下位於板南線上的捷運站，何者距離台北車站最多站?,昆陽,府中,海山,A
「為我們的生命遊行」是美國今年3月由民眾發起的遊行，請問他們的訴求是甚麼？,反核,環保,禁槍,C
請問以下哪一項冬季奧運項目並沒有臺灣選手參加？,無舵雪橇,花式滑冰,競速滑冰,B
今年俄羅斯總統大選又是普丁連任，請問這是第幾任？,二,三,四,C
英國皇室的哈利王子今年訂婚了，請問準王妃的職業是？,演員,大學生,歌手,A
臉書個資洩漏案件中，哪一家數據公司被指名？,SCL Group,劍橋分析,牛津分析,B
臉書個資洩漏案的吹哨人叫甚麼名字？,魏徵,魏利,魏里斯,B
最近川普性醜聞纏身，請問川普將哪一個月份訂為「全國性侵害防制宣導月」？,4月,5月,6月,A
今年年底的臺北市長選舉柯文哲決定要參加了，請問下列何人原本是柯文哲陣營後來倒戈？,丁守中,蔣萬安,姚立明,C
作家李敖享年幾歲呢？,73,93,83,C
2018年3月俄國發生商場大火，死傷者大部分是孩童與青少年。請問該商場在哪一個地帶？,西部平原區,中部地臺區,東部西伯利亞,C
2018年3月俄國商場大火，商場的的名字是？,Winter Berry,Winter Cherry,Winter Strawberry,B
今年世界花卉博覽會要辦在哪個縣市？,臺中市,彰化縣,臺南市,A
3月30日是巴勒斯坦的「土地日」，今年加薩萬人邊境示威，以色列槍殺了其中16人。請問今年是以色列建國，也是巴勒斯坦淪陷的第幾周年呢？ ,50,70,90,B
2014年諾貝爾和平獎得主馬拉拉在今年3月底終於從英國回到了自己的國家。請問馬拉拉的祖國是？,巴勒斯坦,伊朗,巴基斯坦,C
今年三月底跨越鴨綠江訪問北京的國家首領是？,金正日,朴槿惠,金正恩,C
習近平刪除任期限制，需要下列何者的同意？,全體共產黨員,全國人大,全國地方行政首長,B
今年3月底歐美各國驅逐了136位俄國外交大使，請問是因為俄國政府涉嫌在英國做了甚麼事？,殺死原俄國間諜,殺死英國間諜,殺死派俄的英國大使,A
以下何者是管中閔教授在校長遴選風波中的爭議點之一？,不是臺大教授,教學評鑑不好,在陸兼職,C
列何者不是在花蓮地震中受災倒塌的房子？,雲門翠堤大樓,統領大飯店,統帥大飯店,B
2018年2月6號的花蓮地震震度最大幾級？,6,7,8,B
臉書個資洩漏案中劍橋分析透過臉書資訊協助過哪位總統候選人參選？,希拉蕊,克魯茲,川普,C
今年5月]王子哈利結婚，新娘的國籍是？,英國,法國,美國,C
英國王子哈利的準王子妃叫作甚麼名字？,梅根‧馬克爾,梅莉．史翠普,梅西.馬克爾,A
今年冬奧因為啦啦隊隊形太過整齊而備受關注的國家是？,菲律賓,北韓,南韓,B
今年2月的花蓮地震最主和哪個斷層有關？,米崙,崑崙,花崙,A
今年3月多法國發生大規模罷工行動，請問是由誰帶頭的？,法國工人組織,法國地鐵,法國航空,C
2018年3月「March For Our Lives」是由誰發起的？,佛羅里達州校園槍擊案的倖存者們,綠色和平組織,國際人權組織,A
2018年3月「March For Our Lives」第一場遊行是在那裡舉行？,佛羅里達州,首都華盛頓特區,底特律,B
2018年3月「March For Our Lives」的hashtag是甚麼 ？,we only have one earth,chain of love,never again,C
請問「貿易戰」是由川普向哪一個國家發起的貿易拉鋸戰？,英國,中國,日本,B
請問中國的首座太空站最近引起關注的原因？,發現特殊影像,今年即將發射,今年墜毀了,C
今年二月臺大學生與臺灣辦公室主任等十一人向誰的棺木潑漆？,對蔣經國的棺木潑漆,對蔣中正的棺木潑漆,對孫中山的棺木潑漆,B
請問臺大學生與臺灣辦公室主任等十一人在2018年哪一天於潑漆？,2\26,2\27,2\28,C
請問二月的臺大學生潑漆事件地點在哪裡？,士林官邸,總統府,慈湖,C
今年國軍的招募制度是？,募兵制,徵兵制,徵募兵制,A
被中國發布「全球通緝令」的人是誰？,蔡英文,賴清德,金正恩,B
今年新上任的總統府秘書長是誰？,蘇貞昌,陳菊,蘇嘉全,B
信義房屋與富邦產險今年推出的房屋險主要為房東處理何種狀況？,房客偷帶人回來住,租屋處被弄得無比髒亂,租屋處變成凶宅,C
曾經導演過螢火蟲之墓、平成貍合戰、輝耀姬物語等吉卜力動畫的知名導演今年過世了，請問他的名字？,高田勳,高鈿新,高畑勲,C
請問今年過世的螢火蟲之墓的導演和宮崎駿的關係是？,前後輩,親戚,兒時玩伴,A
請問下列哪一部作品並非高畑勲執導的作品？,輝耀姬物語,平成貍合戰,龍貓,C
請問高畑勲哪一部作品得過奧斯卡最佳動畫片的提名？,輝耀姬物語,平成貍合戰,龍貓,A
高畑勲的作品輝耀姬物語製作了多少年才完成？,3-5年,6-8年,10-12年,B
今年的墾丁春吶沒有以下哪個活動？,墾丁泡泡趴,夏都春宴沙灘趴,墾丁衝浪大賽,C
墾丁春吶今年的活動地點在哪？,墾丁南灣,墾丁大街,小墾丁度假村,C
2018年2月臺大政治系教授李錫錕說自己是甚麼顏色的力量？,紅色,白色,藍色,B
2018年2月臺大政治系教授李錫錕說想要參選哪一縣市的首長選舉？,臺北市,新北市,臺中市,A
今年陳樹菊阿嬤的身體出了狀況要退休了，請問她的菜攤將會如何？,收起來,給姪子繼承,租給朋友,B
請問4月左右陳樹菊阿嬤在哪裡調養身體？,美國,醫院,佛寺,C
