請問化工系的英文縮寫為？,CHEME,CHENE,CCDE,A
請問化學系的英文縮寫為？,CHEM,CHEN,CCD,A
請問材料系的英文縮寫為？,MSE,MOD,MSC,A
請問工海系的英文縮寫為？,ESOE,SOD,ESGC,A
請問醫學系的英文縮寫為？,MED,MEC,DOC,A
請問法律系的英文縮寫為？,LAW,LOW,LEW,A
請問資工系的英文縮寫為？,CS,DS,GS,A
請問政治系的英文縮寫為？,PS,PC,SP,A
請問國企系的英文縮寫為？,IB,IM,IC,A
請問資管系的英文縮寫為？,IB,IM,IC,B
請問企管系的英文縮寫為？,BA,CA,AA,A
請問社工系的英文縮寫為？,SW,SS,SC,A
請問電機系的英文縮寫為？,EE,ET,GG,A
請問外文系的英文縮寫為？,DFLL,FC,JP,A
請問財金系的英文縮寫為？,FIN,ECON,IB,A
請問經濟系的英文縮寫為？,ECON,ECONOMIC,FIN,A
請問土木系的英文縮寫為？,CE,GE,EE,A
請問生傳系的英文縮寫為？,BICD,BCHD,ASDL,A
請問臺大籃球隊隊徽上的動物是？,球雀,喜鵲,麻雀,A
請問就讀臺大比例由臺灣哪區最高？,北部,中部,南部,A
誰是臺大學生？（2001-2014）-多元入學的影響是何者的研究？,駱明慶,林明仁,管中閔,A
請問駱明慶是何系教授？,經濟系,會計系,財金系,A
請問下列何者非經濟系教授？,張翊,駱明慶,林明仁,A
請問何者非會計系教授？,管中閔,張翊,林嬋娟,A
請問駱明慶不曾開過何課？,會計學原理,經濟學原理,統計學,A
請問下列圖書館哪個不能借書？,管圖,社圖,總圖,A
請問醉月湖名稱的由來？,以前的畢業生划船比賽,一首詩名,一段浪漫愛情故事,A
請問社圖閱覽區平日於幾點關閉？,2200,2130,2300,A
請問總圖自習室於何區可以使用電子產品？,A,B,C,A
請問下列何者不是工學院的系？,化學系,化工系,土木系,A
請問臺大土木系的英文為何？,Civil Engineering,Code Engineering,Cook Engineering,A
請問政治系不包含哪一個分組？,國際概論,公共行政,政治理論,A
請問臺大畢業辦桌於幾月舉行？,5,4,6,A
請問法律系學士班不包含哪個分組？,科技法律,財經法律,法學,A
請問下列何者未曾當過臺大校長？,許效舜,傅斯年,楊泮池,A
請問奪下2018爐石戰記世界冠軍的陳威霖畢業於下列何系？,經濟系,財金系,國企系,A
請問財金系指考入學方式不採計下列哪個科目？,數甲,英文,國文,A
請問經濟系指考入學方式不採計下列哪個科目？,數甲,英文,國文,A
請問經濟系指考入學方式採計的科目組合跟何系相同？,財金系,會計系,政治系,A
請問奪下2018爐石戰記世界冠軍的臺大校友叫甚麼？,陳威霖,潘威霖,郭威霖,A
請問臺大畢業辦桌於何地舉辦？,椰林大道,新體,小椰林道,A
請問長興街男一舍守衛室的提款機是哪家銀行的？,華南銀行,中國信託,國泰銀行,A
請問女一舍位在何處？,不存在,校總區,水源校區,A
請問長興街7-11未販賣何種商品？,菸,酒,無印良品,A
請問男一舍旁邊的餐廳叫甚麼名字？,我家廚房,我家廚餘,吃飽飽廚房,A
請問男一舍旁的我家廚房被戲稱為？,我家廚餘,我家廚具,雜貨店,A
請問下列何者未曾代理過臺大校長？,楊泮池,郭大維,郭慶瑞,A
請問下列誰未曾當過臺大學生會會長？,林飛帆,林彥廷,黃國昌,A
請問違停在公館捷運站外面的腳踏車會被吊何處？,龍門國中,水源校區,不會被吊,A
請問下列男宿哪一座不在校總區？,男二舍,男一舍,男八舍,A
請問下列男宿哪一座不在校總區？,男四舍,男六舍,男七舍,A
請問臺大國企之夜又被戲稱為何？,丁友之夜,管院之夜,爆肝之夜,A
請問住宿生若沒參加消防演習會怎麼樣？,退宿,不會怎樣,退學,A
請問NTUMAIL的帳號是？,學號,房號,身分證字號,A
根據研究，請問臺北學生考取臺大的機率以何區最高？,大安區,南港區,萬華區,A
請問臺大長興舍區共有幾個房間？,747,749,751,A
請問臺大長興舍區共有多少床位？,1145,1146,1147,A
請問臺大水源舍區共有多少床位？,2362,2368,2468,A
請問臺大水源舍區共有幾個房間？,1841,1890,1871,A
請問於哪個學年度開始，學期成績採用等第制？,99,98,95,A
請問臺大非同步課程管理系統稱之為？,CEIBA,MOOC,MYNTU,A
請問PE是哪個開課系所的英文縮寫？,體育,軍訓,哲學系,A
請問Soc是哪個開課系所的英文縮寫？,社會系,社工系,社科院,A
請問Phl是哪個開課系所的英文縮寫？,哲學系,心理系,物理系,A
請問OT是哪個開課系所的英文縮寫？,職治系,物治系,醫學系,A
請問Anth是哪個開課系所的英文縮寫？,人類學系,會計學系,戲劇系,A
請問CHIN是哪個開課系所的英文縮寫？,中文系,臺文所,外文系,A
請問TwLit是哪個開課系所的英文縮寫？,臺文所,外文系,中文系,A
請問Chem是哪個開課系所的英文縮寫？,化學系,化工系,生化所,A
請問GEOG是哪個開課系所的英文縮寫？,地理環境資源學系,地質科學系,天文物理研究所,A
請問GEO是哪個開課系所的英文縮寫？,地質科學系,地理環境資源學系,天文物理研究所,A
請問LIS是哪個開課系所的英文縮寫？,圖書資訊學系,地理環境資源學系,心理學系,A
請問PTT主機由下列哪系管理？,資工系,資管系,電機系,A
請問臺大生物資源暨農學院今年3月底與哪校農學院共同簽署跨國碩士班雙聯學位計畫？,東京大學,京都大學,名古屋大學,B
請問2017年臺大邀請了哪位名人進行畢業演說？,管中閔,陳弱水,李開復,C
請問2017年臺大畢業生致詞大表為誰？,林俐吟,林彥廷,郭復齊,A
請問下列何者不是小福的店家？,電腦先生,華南銀行,比司多,B
請問舟山路總長多少？,0.8KM,2.0KM,1.3KM,C
請問學校操場一圈多長公尺？,400,300,450,A
請問校總區是否有設置吸菸區？,有，在社科院外圍,無,有，在大學廣場,B
請問校總男宿是否有設置吸菸區？,有，在基隆路,有，在宿舍頂樓,無,C
請問等第制中，X的定義是？,因故不核予成績,未達成最低目標,達成最低目標,A
請問臺大學生會未有下列哪個部門？,審計部,活動部,秘書處,A
請問下列何者曾任臺大學生會會長？,黃國昌,林昶佐,洪慈庸,A
請問男一舍共幾層樓？,4,6,8,A
