哪部電影不是由湯姆漢克主演？,神鬼交鋒,阿甘正傳,世紀交鋒,C
「流星花園」並未由哪個國家翻拍為電視劇？,韓國,緬甸,臺灣,B
奇皇后是描述高麗人變成中國哪代皇后的故事？,元,明,清,A
2014第72屆金球獎最佳動畫的得主是？,馴龍高手2,里約大冒險2,樂高玩電影,A
亞洲天王周杰倫第一步進軍好萊塢的電影是？,出神入化,出神入化2,青蜂俠,C
下列哪一部電影不是由真人真事改編？,127小時,模仿遊戲,決勝21點,C
李奧納多狄卡皮歐沒有演過下列哪一部作品？,華爾街之狼,隔離島,鐘點戰,C
歌手鄧麗君的本名？　,鄧麗均,鄧麗筠,鄧麗鈞,B
下列哪位歌手沒有「愛你」這首歌？,陳芳語,蔡依林,柯有倫,B
哪一位藝人到2015年才有自己正式的官方粉絲團？,林志玲,羅志祥,阿信,A
插畫家Cherng繪出哪種動物而紅遍大街小巷？,馬來貘,拉拉熊,廢物貓,A
高跟鞋是誰發明的？,路易十四,路易十六,路易十七,A
潮牌Stage是哪位藝人的品牌？,羅志祥,阿信,黃鴻升,A
網路名人蔡阿嘎的本名是？,蔡緯嘉,蔡韋嘉,蔡緯佳,A
下列何者是律師同時也是政論節目主持人？,謝震武,吳淡如,吳宗憲,A
下列何者不是從「我愛黑澀會」中出道的藝人？,黃喬歆,蔡黃汝,詹子晴,B
音樂術語Allegro與什麼有關？,強度,音高,速度,C
被譽稱交響樂之父和弦樂四重奏之父的音樂家？,韓德爾頌,海頓,孟德爾頌,B
馬勒未完成的交響曲是第幾號？,第八號交響曲,第九號交響曲,第十號交響曲,C
蔡依林的經典歌曲不包括？,美人計,野蠻遊戲,家後,C
天后蔡依林的「大藝術家」中共提及幾位藝術家？,4,5,6,B
動畫海賊王中，改造人佛朗基的能量來源為何？,牛奶,可樂,酒,B
下列何者不是「遊戲王」中的神之卡？,翼神龍,天空龍,青眼白龍,C
「進擊的巨人」中，主角的什麼人最先死於巨人之口？,父親,母親,妹妹,B
在「閃電霹靂車」中，主角是在哪一年出道？,2014,2015,2016,B
「火影忍者」中漩渦鳴人的老婆是？,小櫻,日向雛田,綱手,B
進擊的巨人中，艾連在訓練生中總排名第幾？,3,4,5,C
下列何者不是宮崎駿的作品？ ,龍貓,天空之城,地海戰記,C
韓國團體少女時代一開始共有幾人？　,7,8,9,C
「史努比」系列動畫中的史努比是一隻？,拉不拉多,米格魯,臘腸狗,B
遊戲王中，武藤遊戲的另一個靈魂叫什麼名字？,亞圖姆,亞圖拉,亞圖恩,A
卡通「遊戲王」中持有千年錫杖的的是誰？,貝卡斯,城之內,馬利克,C
漫畫「哆啦A夢」中，時光機位於大雄房間的何處？,衣櫃,抽屜,櫥櫃,B
請問「怪醫黑傑克」裡的主人翁，黑傑克的本名為？,間黑男,傑克,黑南,A
海賊王中，香吉士在成為海賊前的職業是？,廚師,小偷,間諜,A
海賊王中喬巴是甚麼動物？,鹿,狗,熊,A
蠟筆小新中小新妹妹野原向日葵名字是怎麼決定的？,算命,猜拳,射紙飛機比賽,C
「地球是很危險的」是出自哪部電影？,功夫,少林足球,功夫之王,B
下列何者不是金凱瑞主演？,王牌大律師,當我們混在一起,摩登大聖,B
電影行動代號：華爾奇麗亞中主角們是要推翻誰？,史達林,希特勒,戴高樂,B
TPA於哪年奪得英雄聯盟世界冠軍？,2012,2013,2014,A
下列何者耳機品牌源自德國？,Bose,Harman Kardon ,Sennheiser,C
烏克麗麗有幾條弦？,4,5,6,A
下列何者非日本品牌,鐵三角,Sony ,B&W,C
下列機械鍵盤軸何者聲音最大？,青,紅,銀,A
高解析度音樂的英文簡寫是？,Hi qual,Hi res ,Hi tech,B
哪個耳機廠牌的特色有「女毒」之稱？,Sony,鐵三角,Philips,B
宮崎駿哪部動畫的男主角是學小提琴的？,風起,來自紅花板,心之谷,C
動畫風之谷中那片被汙染的地稱為？,死海,腐海,蟲海,B
動畫天空之城中天空之城的名稱是？,拉普達,多魯美,薩奇亞,A
有「亞洲舞王」之稱的藝人是？,潘瑋柏,羅志祥,周湯豪,B
下列何者不是舞曲？,大藝術家,不解釋親吻,不具名的悲傷,C
標準鋼琴有幾個鍵？,61,88,104,B
樂理中D大調有幾個升記號？,1,2,3,B
Beats by dr dre被甚麼廠商收購？,Harman Kardon ,Htc ,Apple,C
哪個片商不是迪士尼的？,漫威,二十世紀福斯,華納兄弟,C
哪位AV女優有暗黑林志玲之稱？,上原亞衣,波多野結衣,三上悠亞,B
漫威電影宇宙的第一部主角是誰？,美國隊長,索爾,鋼鐵人,C
哪位導演使用過未來3D技術拍電影？,諾蘭,雷利史考特,李安,C
下列哪部電影是由荷馬史詩改編而來？,木馬屠城,300壯士,龐貝,A
哪部電影中沒有喪尸？,我是傳奇,明天過後,末日之戰,B
哪部電影是在描述華特迪士尼的故事？,大夢想家,大娛樂家,大尋寶家,A
海賊王中誰不曾當過七武海？,漢考克,鷹眼,黑鬍子,C
下列何者不屬於木管樂器？,小號,薩克斯風,豎笛,A
下列哪首進行曲觀眾會在演奏中跟著鼓掌？,國徽進行曲,拉德斯基進行曲,馬賽進行曲,B
下列哪部電影描述國父的故事？,行動代號：孫中山,讓子彈飛,十月圍城,C
甄子丹沒有參演哪部電影？,關雲長,霍元甲,錦衣衛,B
變身國王中國王沒有變成甚麼過？,烏龜,鯨魚,牛,C
海賊王中原三大將何者退出海軍？,赤犬,青雉,黃猿,B
下列何者不是音樂劇電影？,樂來樂愛你,大娛樂家,大夢想家,C
馮迪索沒有參演哪部電影？,限制級褓母,限制級戰警,玩命再劫,C
電影異星戰場主角是被傳送到甚麼星球？,水星 ,金星,火星,C
電影變形金剛中與月亮有關的是第幾級？,2,3,4,B
電影飢餓遊戲中最開始國家分成幾個區？,11,12,13,C
電影怒海劫中上船的劫匪有幾人？,3,4,5,A
連恩尼遜並未參演下列哪部電影,狙擊陌生人,百萬種硬的方式,真實的勇氣,C
鋼琴中的柔音踏板是三個踏板中的哪一個？,左,中,右,A
三角鋼琴又稱為什麼？,平臺式鋼琴,直立式鋼琴,開蓋式鋼琴,A
下列哪種標準薩克斯風的管身沒有彎曲？,Soprano ,Alto,Tenor,A
下列哪種薩克斯風的音高最高？,Soprano ,Alto,Tenor,A
下列哪個喇吧廠牌屬於中國？,JVC,JBL,Edifier,C
下列何者不是常見的耳機發聲原理？,動圈,動塊,動鐵,B
周杰倫買下哪支英雄聯盟戰隊？,FW,ahq,TPA,C
2017英雄聯盟總決賽中誰奪得世界冠軍？,SKT,SSG,RNG,B
下列電影何者是由小說改編？,美麗魔物,扭轉時光機,全民超人,A
下列哪部電影以戰爭為題材？,攻其不備,危機倒數,逆戰,B
「人生就像巧克力」出於哪部電影？,阿甘正傳,刺激1995,當幸福來敲門,A
香港電影圈又被稱為__好萊塢？,中國好萊塢,東方好萊塢,亞洲好萊塢,B
2010春晚誰憑藉魔術表演一砲而紅？,劉謙,秦鳴曉,楊杰,A
蠟筆小新家裡爆炸後搬到甚麼公寓？,胯下癢,胯下痛,胯下腫,B
陳奕迅畢業於哪所大學？,香港中文大學,美國長春藤大學,英國金斯頓大學,C
影星成龍最原始的本名是甚麼？,陳港生,陳港昇,陳港勝,A
香蕉哥哥準備要跟誰結婚了？,水蜜桃姊姊,草莓姊姊,葡萄姊姊,B
講述逃獄故事的電影是？,刺激1993,刺激1995,刺激1997,B
動畫小美人魚中他要用甚麼換人類的雙腳？,視力,記憶,聲音,C
異形系列哪部導演是雷利史考特？,第一集,第二集,第三集,A
香港四大天王不包括誰？,張學友,黎明,陳奕迅,C
周潤發的出生地是？,北京,廣東,山東,B
電影神鬼交鋒中主角是甚麼類型的罪犯？,殺人,金融,偷竊,B
勞勃狄尼洛沒有參演下列哪部電影？,高年級實習生,世紀交鋒,時空旅人之妻,C
下列何者不是諾蘭導演執導的電影？,超人：鋼鐵之軀,蝙蝠俠：黑暗騎士,正義聯盟,C
相聲瓦舍創辦人沒有誰？,宋少卿,馮翊綱,常寶華,C
鐵達尼號的導演是誰？,史蒂芬史匹柏,詹姆斯卡麥隆,大衛芬奇,B
好萊塢電影「我是誰」中擔任主角的華人是？,成龍,李連杰,甄子丹,A
好萊塢電影公司坐落於哪裡？,波士頓,洛杉磯,紐約,B
哈利波特系列電影總共有幾集？,6,7,8,C
哈利波特中哪個老師職位都做超不過一年？,魔藥學,奇獸飼育學,黑魔法防禦術,C
哪種鼓常見的形式是兩顆一組,非洲鼓,邦加鼓,太鼓,B
金鋼狼單手有幾隻爪子？,3,4,5,A
電影魔戒是由甚麼改編而來？,傳說,小說,歷史,B
電影國產凌凌漆中所謂「最強武器」的是？,要你命2000,要你命3000,要你命5000,B
讓子彈飛中張麻子的面具是幾筒？,一筒,三筒,九筒,C
讓子彈飛中馬邦德最開始的職業是甚麼？,縣長,師爺,麻匪,A
鐵三角耳機中哪個型號有「陌生人妻」之稱？,M50X,ck330,MSR7,C
黃曉明的出生地是？,北京,上海,山東,C
臥虎藏龍的導演是？,張藝謀,李安,吳宇森,B
