何者非「我的臺大時代」第四週任務？,舟山路游擊隊,畢業不失業,T-bike共享單車,B
何者非「我的臺大時代」第五週任務？,醉月湖女神,臺大輕軌,臺灣超級大學,A
何者為「我的臺大時代」第一週任務？,青春的主張,深夜講堂,臺灣超級大學,A
何者為「我的臺大時代」第二週任務？,舊體動次動,臺大輕軌,舟山路游擊隊,A
何者為「我的臺大時代」第三週任務？,杜鵑花節,太夯大追擊,T-bike共享單車,A
何者為「我的臺大時代」第四週任務？,闈場在臺大,哇丟系歹灣郎,青春的主張,A
何者為「我的臺大時代」第五週任務？,人文大樓蓋起來,畢業不失業,哇丟系歹灣郎,A
下列何者非2017校慶系列活動？,夜宿臺大,慶市集,五盞燈,C
2017校慶系列活動FB專業名為？,臺大好時光,我的臺大時代,臺大好時代,A
下列哪個福利社不可能買到臺大牛奶？,社福,小小福,研一福利社,C
下列何者非同方向的道路？,楓香道,垂葉榕道,蒲葵道,C
下列何者非同方向的道路？,小椰林道,楓香道,桃花心木道,C
下列哪條路唯一不與其他兩條相接？,欒樹道,楓香道,桃花心木道,A
鹿鳴廣場與鹿鳴堂之間那條路為何？,蒲葵道,楓香道,欒樹道,C
管理學院一號館和二號館代碼為何？,S11/S12,S12/S11,M12/M11,B
二活建築代碼多少？,S10,M10,W10,A
請問臺大附設幼稚園離下列何者最近？,展書樓,明達館,社科院,A
臺大停車收費一小時多少？,30,50,60,C
展書樓代碼？,S20,S21,S22,B
請問鹿鳴堂代碼多少？,S15,S23,S33,B
下列哪個建築代碼不位在舟山路上？,S6,S23,M67,A
地理系館代碼為何？,S40,S42,S44,B
下列何建築代碼不位在欒樹道上？,S49,S50,S51,C
生命科學館代碼為何？,S40,S41,S42,B
請問明達館建築代碼？,M71,S71,E71,C
下列哪個宿舍不位在長興街上？,男二,男六,男八,A
第一次學代會時間？,1972,1973,1983,C
請問本校第八任校長是誰？,吳叡,錢思亮,孫震,C
請問思亮館為何時命名？,1982,1983,1984,C
請問孫震教授於何時上任？是第幾任校長？,1945/1,1982/5,1984/8,C
醫學院基礎醫學大樓於何時完工？,1984,1985,1986,B
「文學院圖書分館」易名前是？,文學院聯合圖書室,文學院聯合圖書館,文學院圖書局,A
1986年決定學生代表產生方式以何為單位？,班,系,院,B
下列何者非「自由之愛」大學改革運動要求？,修改大學法,檢討訓導法規,廢除通識課,C
